product_id,product_variant,nome_sku,volume_hectolitros,marca,tamanho,embalagem,retornavel,origem,teor_alcoolico,tipo,classificacao
22.772,22.317,Spaten 355ml - Pack de 6 Unidades,0.0213,Spaten,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
27.087,26.629,Barril Spaten 6L - exclusivo para Chopeiras PerfectDraft,0.06,Spaten,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.653,16.263,Becks 330ml - Pack de 18 unidades,0.0594,Beck's,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
14.836,14.451,Dom Hanks Session IPA 473ml,0.00473,Dom Haus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.345,17.892,Skol Puro Malte 300ml | Apenas o Líquido - Pack de 24 Unidades,0.072,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.056,8.690,Leffe Blonde 330ml - Unidade,0.0033,Leffe,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.282,9.904,Wäls Session Citra 350ml,0.0035,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.679,10.309,Antarctica Subzero 600ml | Vasilhame Incluso,0.006,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.814,10.444,Wäls Hop Corn 600ml,0.006,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.840,10.470,Growler Wäls Véu da Noiva 1L,0.01,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.201,19.746,3 Michelob Ultra 330ml + 1 Corona Cero Sunbrew 330ml Grátis,0.01380,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.870,8.504,Skol 350ml,0.0035,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.974,8.608,Skol Ultra 275m - Caixa com 6 Unidades,0.0165,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.174,8.808,Kit do Zé de Skol 300ml - 5% de desconto,0.216,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.185,8.819,Kit da Boa 269ml + 1 Copo Grátis São João,0.0807,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.102,8.736,Antarctica Pilsen 300ml | Apenas o Líquido. - 12 Unidades,0.036,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.658,9.291,Skol Hops 600ml | Apenas o Líquido,0.006,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.841,9.474,Skol Puro Malte 350ml - Pack com 12 Unidades,0.042,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.092,16.655,Antarctica Pilsen 473ml - Pack de 30 unidades,0.1419,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.203,19.748,3 Budweiser Zero 330ml + 1 Corona Cero Sunbrew 330ml Grátis,0.01320,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.996,15.611,Skol Puro Malte 350ml - Pack com 18 Unidades,0.063,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.872,8.506,Skol 355ml - Unidade,0.00355,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.062,8.696,Wäls Niobium 375ml,0.00375,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.120,8.754,Skol 1L | Vasilhame Incluso,0.01,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.133,8.767,Antarctica Subzero 1L | Apenas o Líquido - 12 Unidades,0.12,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.485,18.032,Skol 300ml | Apenas o Líquido - Pack de 6 Unidades,0.018,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.710,21.255,Experiência Corona 330ml - Pack de 12 unidades com Limão,0.0396,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.106,16.669,Skol 269ml - Pack de 30 unidades,0.0807,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.120,10.750,"Growler Wäls Verano 1,89L",0.0189,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.715,11.345,Growler Chopp Antarctica 1L,0.01,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.835,10.465,Growler Wäls Petroleum Barrel Aged 1L,0.01,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.488,18.035,Skol Puro Malte 300ml | Apenas o Líquido - Pack de 6 Unidades,0.018,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.512,19.059,Cerveja Corona Extra 330ml - Pack de 6 Unidades,0.0198,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.740,20.285,Skol 300ml | Apenas o Líquido - Pack de 6 Unidades (Exp),0.018,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.380,20.925,Toalha + 12 unidades de Corona Extra 330ml,0.0396,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.092,8.726,Skol 300ml | Vasilhame Incluso,0.003,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.105,8.739,Skol 600ml | Vasilhame Incluso,0.006,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.131,8.765,Antarctica Subzero 1L | Apenas o Líquido,0.01,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.183,8.817,Kit da Boa 300ml + Copo Grátis | Apenas o Líquido,0.072,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.504,9.138,Wäls Bohemian Pilsner 600ml,0.006,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.256,9.878,Wäls Lager 473ml,0.00473,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.833,10.463,Growler Wäls George Little King 1L,0.01,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.066,8.700,X Wäls 600ml,0.006,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.119,8.753,Skol 1L | Apenas o Líquido,0.01,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.122,8.756,Skol 1L | Vasilhame Incluso - 12 Unidades,0.12,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.197,8.831,Kit do Zé de Skol Litrinho - 5% de desconto,0.207,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.829,10.459,Growler Wäls Hop Corn 1L,0.01,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.844,9.477,Skol Puro Malte 600ml | Apenas o Líquido - 12 Unidades,0.072,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.352,17.899,Skol 300ml | Vasilhame Incluso - Pack de 24 Unidades,0.072,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.449,17.996,Corona Extra 330ml | Vasilhame Incluso,0.0033,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.831,22.373,Skol 269ml - Pack de 6 Unidades,0.01614,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.842,22.384,Skol 350ml - Pack de 6 Unidades,0.021,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.539,11.169,Combo Antarctica + Biscoito Globo Salgado (6 Antarctica Pilsen 350ml + 3 Biscoito Globo),0.021,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.843,9.476,Skol Puro Malte 300ml | Apenas o Líquido - 12 Unidades,0.036,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.661,9.294,Skol Hops 269ml,0.00269,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.838,9.471,Skol Puro Malte 1L | Apenas o Líquido - Unidade,0.01,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.840,9.473,Skol Puro Malte 269ml - Pack com 15 Unidades,0.04035,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.866,9.499,2 Packs Skol 269ml (30 unid.) + 1 Boné Skol Grátis,0.0807,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.578,16.188,Klos 269ml,0.00269,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.021,10.651,Wäls Niobium 600ml,0.006,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.728,11.358,Wäls Belgian Witte 300ml,0.003,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.450,17.997,Cerveja Corona Extra 330ml | Apenas Líquido,0.0033,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.843,21.388,"Combo Hocus Pocus Orange Sunshine, Alma e Aura 500ml",0,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.715,23.257,Cerveja Hocus Pocus Orange Sunshine 500ml - Pack com 3 unidades,0.015,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.836,9.469,Skol Puro Malte 300ml | Apenas o Líquido,0.003,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.842,9.475,Skol Puro Malte 473ml - Pack com 12 Unidades,0.05676,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.954,17.501,Cerveja American Blonde Ale Hocus Pocus Orange Sunshine 355ml,0.00355,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.057,10.687,Cerveja Belgian Strong Golden Ale Hocus Pocus Magic Trap 500ml,0.005,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.849,21.394,"Combo Hocus Pocus Magic Trap, Orange Sunshine, Alma e Aura 500ml",0,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.945,23.487,Cerveja Hocus Pocus Alma Long Neck 355ml - Pack 3 unidades,0.01665,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.890,23.432,Cerveja Hocus Pocus JÁ com Cajú Garrafa 355ml,0.00355,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.540,23.082,Cerveja Hocus Pocus Alma Long Neck 355ml,0.0355,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.056,10.686,Cerveja American Blonde Ale Hocus Pocus Orange Sunshine 500ml,0.005,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.059,10.689,Cerveja American IPA Hocus Pocus Interstellar 500ml,0.005,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.058,10.688,Cerveja American Pale Ale Hocus Pocus APA Cadabra 500ml,0.005,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.060,10.690,Cerveja American IPA Hocus Pocus Pineapple Express 500ml,0.005,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.431,16.984,Dom Lennon Hazy NEAPA 473ml,0.00473,Dom Haus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.118,8.752,Polar Export 600ml - Apenas o Líquido - 12 unidades,0.072,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.531,13.161,Lohn Gravity IPA 355ml,0.00355,Lohn,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.267,9.889,Franziskaner Kristall Klar 500ml,0.005,Franziskaner,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
12.391,12.021,Polar Export 300ml | Apenas Líquido,0.003,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.217,19.762,Spaten 473ml,0.00473,Spaten,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.858,22.400,Caneca + Spaten 355ml - Pack de 24 Unidades,0.0852,Spaten,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
25.553,25.095,CANECA + Spaten 355ml - Pack de 12 Unidades,0.0426,Spaten,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
28.423,27.965,Barril Spaten 5L,0.05000,Spaten,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
28.514,28.056,Spaten 330ml,0.00330,Spaten,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.218,17.765,Polar Puro Malte 350ml - Pack de 24 Unidades,0.084,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.684,23.226,Polar Export 473ml - Pack de 8 Unidades,0.038,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.984,8.618,Caracu 350ml - Unidade,0.0035,Caracu,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.383,14.998,Devassa Puro Malte 269ml,0.00269,Devassa,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.069,8.703,Franziskaner Hell 500ml,0.005,Franziskaner,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.568,13.198,Lohn Catharina Sour com Bergamota 355 ml,0.00355,Lohn,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.576,13.206,Lohn Pilsen Puro Malte 600ml,0.006,Lohn,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.579,13.209,Lohn Viena Puro Malte 355ml,0.00355,Lohn,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.567,13.197,Lohn Carvoeira Stout 330ml,0.00355,Lohn,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.135,8.769,Polar Export 1L | Apenas o Líquido,0.01,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.744,20.289,Antarctica Pilsen 300ml | Apenas o Líquido - Pack de 6 Unidades (Exp),0.018,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.258,9.880,Wäls Session Citra 300ml,0.003,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.275,16.831,Michelob Ultra Light Lager 350ml,0.0035,Michelob Ultra,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.854,10.484,Growler Goose Island Summer Haze Pet 1L,0.01,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.108,16.671,Skol 473ml - Pack de 24 unidades,0.11352,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.953,8.587,Cerveja Corona Extra 355ml,0.00355,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.107,8.741,Skol 600ml | Vasilhame Incluso - 12 Unidades,0.072,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.119,10.749,"Growler X-Wäls 1,89L",0.0189,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.892,8.526,Antarctica Pilsen 473ml - Caixa com 12 unidades,0.05676,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.064,8.698,Wäls Belgian Witte 600ml,0.006,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.091,8.725,Skol 300ml | Apenas o Líquido,0.003,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.128,8.762,Antarctica Pilsen 1L | Vasilhame Incluso - Unidade,0.01,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.170,12.800,Antarctica Pilsen 300ml Pack 12 Unidades | Vasilhame Incluso,0.036,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.993,17.540,Corona 350ml,0.0035,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.112,8.746,Antarctica Pilsen 600ml | Apenas o Líquido,0.006,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.836,10.466,Growler Wäls Serra do Curral 1L,0.01,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.589,17.136,Wäls Lagoinha 350ml - Pack de 16 unidades + Copo,0.056,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.832,17.379,Antarctica Pilsen 350ml - Pack de 24 unidades,0.084,Antarctica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.841,22.383,Cerveja Coronita 210ml - Pack de 6 Unidades,0.0126,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.998,15.613,Skol 350ml - Pack com 18 Unidades,0.063,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.400,10.030,Skol Barril 5L,0.05,Skol,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.304,18.851,Polar Puro Malte 1L - Apenas o Líquido,0.01,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.491,9.125,Goose Island Sofie 765ml - Unidade,0.00765,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.853,10.483,Growler Goose Island American Wheat Pet 1L,0.01,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.858,10.488,Growler Goose Island Dublind Stout Pet 1L,0.01,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.852,9.485,Goose Island Midway 355ml,0.00355,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.439,20.984,Cerveja Goose Island Hazy IPA 355ml,0.0035,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.855,10.485,Growler Goose Island IPA Pet 1L,0.01,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.440,20.985,Cerveja Goose Island LO IPA 355ml,0.00355,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.145,20.690,Goose Island Honkers (English Bitter) 355ml,0.00355,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.312,14.927,Goose Island Midway 350ml,0.0035,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.260,9.882,Wäls Petroleum 375ml,0.00375,Wäls,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.156,8.790,Bohemia 600ml | Vasilhame Incluso,0.006,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
12.790,12.420,Growler Bohemia Puro Malte 1L,0.01,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.857,10.487,Growler Goose Island Yellow Line Pet 1L,0.01,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.191,10.821,Growler Goose Island Casa da Fazenda 1L,0.01,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.050,8.684,Bohemia Aura Lager 300ml - Unidade,0.003,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.054,8.688,Bohemia 14-Weiss 300ml - Unidade,0.003,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.073,8.707,Bohemia Imperial 550ml - Unidade,0.0055,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
25.518,25.060,Bohemia 350ml - Pack de 30 unidades,0.105,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
12.793,12.423,Growler Bohemia 14 Weiss 1L,0.01,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.097,16.660,Bohemia 350ml - Pack de 24 unidades,0.084,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.918,11.548,Magnífica 1L | Apenas Líquido,0.01,Magnífica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.155,8.789,Bohemia 600ml | Apenas o Líquido,0.006,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.343,17.890,Bohemia 300ml | Apenas o Líquido - Pack de 24 Unidades,0.072,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.914,11.544,Magnífica 350ml,0.0035,Magnífica,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.979,8.613,Bohemia 355ml -  Pack com 6 unidades,0.0213,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.486,18.033,Bohemia 300ml | Apenas o Líquido - Pack de 6 Unidades,0.018,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.907,18.454,Bohemia Parintins Caprichoso 350ml - Pack de 12 Unidades,0.042,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.157,8.791,Bohemia 600ml | Apenas o Líquido - 12 Unidades,0.072,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.287,20.832,Bohemia 300ml | Apenas o Líquido - Pack de 12 Unidades,0.036,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.075,8.709,Bohemia Bela Rosa 600ml - Unidade,0.006,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.079,8.713,Bohemia Jabutipa 600ml,0.006,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.978,8.612,Bohemia 355ml,0.00355,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.052,8.686,Bohemia 838 Pale Ale 300ml - Unidade,0.003,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.055,8.689,Bohemia 14-Weiss 300ml - Caixa com 6 Unidades,0.018,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.076,8.710,Bohemia Caá-Yari 300ml - Unidade,0.003,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.908,18.455,Bohemia Parintins Garantido 350ml - Pack de 12 Unidades,0.042,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.426,13.056,Michelob Ultra Light Lager 355ml,0.00355,Michelob Ultra,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.416,15.031,Fürst Oktoberfest 600ml,0.006,Fürst,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.571,20.116,Bohemia 330ml,0.0033,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.146,20.691,Chopp Goose Island Yellow Line 355ml,0.00355,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.836,22.378,Bohemia 473ml - Pack de 6 Unidades,0.02838,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.656,9.289,Bohemia 473ml,0.00473,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.096,16.659,Bohemia 269ml - Pack de 30 unidades,0.0807,Bohemia,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.716,23.258,Cerveja Hocus Pocus Magic Trap 500ml - Pack com 3 unidades,0.015,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
27.755,27.297,Itaipava 269ml,0.00269,Itaipava,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
